season,week,home_team,away_team,home_points,away_points,neutral,conference_game,home_conference,away_conference
2012,13,Wake Forest,Vanderbilt,21,55,False,False,ACC,SEC
2012,13,Penn State,Wisconsin,24,21,False,True,Big Ten,Big Ten
2012,13,Middle Tennessee,Troy,24,21,False,True,Sun Belt,Sun Belt
2012,13,Minnesota,Michigan State,10,26,False,True,Big Ten,Big Ten
2012,13,Alabama,Auburn,49,0,False,True,SEC,SEC
2012,13,New Mexico State,BYU,14,50,False,False,Western Athletic,FBS Independents
2012,13,Houston,Tulane,40,17,False,True,Conference USA,Conference USA
2012,13,Oklahoma,Oklahoma State,51,48,False,True,Big 12,Big 12
2012,13,Florida State,Florida,26,37,False,False,ACC,SEC
2012,13,Memphis,Southern Miss,42,24,False,True,Conference USA,Conference USA
2012,13,Louisiana,South Alabama,52,30,False,True,Sun Belt,Sun Belt
2012,13,Florida International,UL Monroe,17,23,False,True,Sun Belt,Sun Belt
2012,13,UCLA,Stanford,17,35,False,True,Pac-12,Pac-12
2012,13,Clemson,South Carolina,17,27,False,False,ACC,SEC
2012,13,UTEP,Rice,24,33,False,True,Conference USA,Conference USA
2012,13,Ole Miss,Mississippi State,41,24,False,True,SEC,SEC
2012,13,Texas A&M,Missouri,59,29,False,True,SEC,SEC
2012,13,Colorado State,New Mexico,24,20,False,True,Mountain West,Mountain West
2012,13,USC,Notre Dame,13,22,False,False,Pac-12,FBS Independents
2012,13,San José State,Louisiana Tech,52,43,False,True,Western Athletic,Western Athletic
2012,13,Hawai'i,UNLV,48,10,False,True,Mountain West,Mountain West
2012,14,Rutgers,Louisville,17,20,False,True,Big East,Big East
2012,14,Kent State,Northern Illinois,37,44,True,True,Mid-American,Mid-American
2012,14,Stanford,UCLA,27,24,False,True,Pac-12,Pac-12
2012,14,TCU,Oklahoma,17,24,False,True,Big 12,Big 12
2012,14,Marist,San Diego,10,34,False,True,Pioneer,Pioneer
2012,14,Baylor,Oklahoma State,41,34,False,True,Big 12,Big 12
2012,14,Tulsa,UCF,33,27,False,True,Conference USA,Conference USA
2012,14,App State,Illinois State,37,38,False,False,Southern,MVFC
2012,14,Wofford,New Hampshire,23,7,False,False,Southern,CAA
2012,14,Georgia Southern,Central Arkansas,24,16,False,False,Southern,Southland
2012,14,Old Dominion,Coastal Carolina,63,35,False,False,CAA,Big South
2012,14,West Virginia,Kansas,59,10,False,True,Big 12,Big 12
2012,14,Oregon State,Nicholls,77,3,False,False,Pac-12,Southland
2012,14,Florida Atlantic,Louisiana,21,35,False,True,Sun Belt,Sun Belt
2012,14,Arkansas State,Middle Tennessee,45,0,False,True,Sun Belt,Sun Belt
2012,14,Nevada,Boise State,21,27,False,True,Mountain West,Mountain West
2012,14,UConn,Cincinnati,17,34,False,True,Big East,Big East
2012,14,Georgia,Alabama,28,32,True,True,SEC,SEC
2012,14,Texas State,New Mexico State,66,28,False,True,Western Athletic,Western Athletic
2012,14,North Dakota State,South Dakota State,28,3,False,True,MVFC,MVFC
2012,14,Sam Houston,Cal Poly,18,16,False,False,Southland,Big Sky
2012,14,Eastern Washington,Wagner,29,19,False,False,Big Sky,NEC
2012,14,South Florida,Pittsburgh,3,27,False,True,Big East,Big East
2012,14,Kansas State,Texas,42,24,False,True,Big 12,Big 12
2012,14,Georgia Tech,Florida State,15,21,True,True,ACC,ACC
2012,14,Wisconsin,Nebraska,70,31,True,True,Big Ten,Big Ten
2012,14,Hawai'i,South Alabama,23,7,False,False,Mountain West,Sun Belt
2012,15,Army,Navy,13,17,True,False,FBS Independents,FBS Independents
2013,1,South Carolina,North Carolina,27,10,False,False,SEC,ACC
2013,1,Kent State,Liberty,17,10,False,False,Mid-American,Big South
2013,1,Wake Forest,Presbyterian,31,7,False,False,ACC,Big South
2013,1,Bowling Green,Tulsa,34,7,False,False,Mid-American,Conference USA
2013,1,UCF,Akron,38,7,False,False,American Athletic,Mid-American
2013,1,Morehead State,Pikeville,10,13,False,False,Pioneer,
2013,1,Minnesota,UNLV,51,23,False,False,Big Ten,Mountain West
2013,1,Missouri State,Northwestern State,17,23,False,False,MVFC,Southland
2013,1,Fordham,Rhode Island,51,26,True,False,Patriot,CAA
2013,1,Indiana,Indiana State,73,35,False,False,Big Ten,MVFC
2013,1,Ball State,Illinois State,51,28,False,False,Mid-American,MVFC
2013,1,Western Illinois,Hampton,42,9,False,False,MVFC,MEAC
2013,1,Eastern Kentucky,Robert Morris,38,6,False,False,OVC,NEC
2013,1,Youngstown State,Dayton,28,10,False,False,MVFC,Pioneer
2013,1,South Alabama,Southern Utah,21,22,True,False,Sun Belt,Big Sky
2013,1,Chattanooga,UT Martin,21,31,False,False,Southern,OVC
2013,1,Middle Tennessee,Western Carolina,45,24,False,False,Conference USA,Southern
2013,1,UConn,Towson,18,33,False,False,American Athletic,CAA
2013,1,Delaware,Jacksonville,51,35,False,False,CAA,Pioneer
2013,1,Utah,Utah State,30,26,False,False,Pac-12,Mountain West
2013,1,Drake,Des Moines,16,21,False,False,Pioneer,
2013,1,North Dakota,Valparaiso,69,10,False,False,Big Sky,Pioneer
2013,1,SE Louisiana,Southeast Missouri State,45,7,False,False,Southland,OVC
2013,1,Tulane,Jackson State,34,7,False,False,Conference USA,SWAC
2013,1,Central Arkansas,Incarnate Word,58,7,False,False,Southland,FCS Independents
2013,1,Montana State,Monmouth,42,24,False,False,Big Sky,FCS Independents
2013,1,Vanderbilt,Ole Miss,35,39,False,True,SEC,SEC
2013,1,Portland State,Eastern Oregon,57,17,True,False,Big Sky,
2013,1,San José State,Sacramento State,24,0,False,False,Mountain West,Big Sky
2013,1,Fresno State,Rutgers,52,51,False,False,Mountain West,American Athletic
2013,1,Hawai'i,USC,13,30,False,False,Mountain West,Pac-12
2013,1,Georgia State,Samford,21,31,True,False,Sun Belt,Southern
2013,1,Army,Morgan State,28,12,False,False,FBS Independents,MEAC
2013,1,SMU,Texas Tech,23,41,False,False,American Athletic,Big 12
2013,1,Michigan State,Western Michigan,26,13,False,False,Big Ten,Mid-American
2013,1,Miami,Florida Atlantic,34,6,False,False,ACC,Conference USA
2013,1,Kansas State,North Dakota State,21,24,False,False,Big 12,MVFC
2013,1,Houston,Southern,62,13,False,False,American Athletic,SWAC
2013,1,Arizona,Northern Arizona,35,0,False,False,Pac-12,Big Sky
2013,1,Charlotte,Campbell,52,7,True,False,FCS Independents,Pioneer
2013,1,Ohio State,Buffalo,40,20,False,False,Big Ten,Mid-American
2013,1,West Virginia,William & Mary,24,17,False,False,Big 12,CAA
2013,1,Illinois,Southern Illinois,42,34,False,False,Big Ten,MVFC
2013,1,Georgia Tech,Elon,70,0,False,False,ACC,Southern
2013,1,Boston College,Villanova,24,14,False,False,ACC,CAA
2013,1,Cincinnati,Purdue,42,7,False,False,American Athletic,Big Ten
2013,1,Wisconsin,Massachusetts,45,0,False,False,Big Ten,Mid-American
2013,1,Duquesne,UAlbany,35,24,False,False,NEC,CAA
2013,1,Florida,Toledo,24,6,False,False,SEC,Mid-American
2013,1,NC State,Louisiana Tech,40,14,False,False,ACC,Conference USA
2013,1,Maryland,Florida International,43,10,False,False,ACC,Conference USA
2013,1,Wagner,Georgetown,28,21,False,False,NEC,Patriot
2013,1,Texas A&M,Rice,52,31,False,False,SEC,Conference USA
2013,1,South Dakota,UC Davis,10,7,False,False,MVFC,Big Sky
2013,1,Bryant,Holy Cross,17,16,False,False,NEC,Patriot
2013,1,Air Force,Colgate,38,13,False,False,Mountain West,Patriot
2013,1,Oklahoma State,Mississippi State,21,3,True,False,Big 12,SEC
2013,1,Penn State,Syracuse,23,17,True,False,Big Ten,ACC
2013,1,Virginia,BYU,19,16,False,False,ACC,FBS Independents
2013,1,Iowa,Northern Illinois,27,30,False,False,Big Ten,Mid-American
2013,1,Michigan,Central Michigan,59,9,False,False,Big Ten,Mid-American
2013,1,Notre Dame,Temple,28,6,False,False,FBS Independents,American Athletic
2013,1,Northern Colorado,Langston,31,10,False,False,Big Sky,
2013,1,Arkansas,Louisiana,34,14,False,False,SEC,Sun Belt
2013,1,Oregon,Nicholls,66,3,False,False,Pac-12,Southland
2013,1,Duke,North Carolina Central,45,0,False,False,ACC,MEAC
2013,1,Virginia Tech,Alabama,10,35,True,False,ACC,SEC
2013,1,Norfolk State,Maine,6,23,False,False,MEAC,CAA
2013,1,Georgia Southern,Savannah State,77,9,False,False,Southern,MEAC
2013,1,South Carolina State,Coastal Carolina,20,27,False,False,MEAC,Big South
2013,1,Tennessee,Austin Peay,45,0,False,False,SEC,OVC
2013,1,James Madison,Central Connecticut,38,14,False,False,CAA,NEC
2013,1,Oregon State,Eastern Washington,46,49,False,False,Pac-12,Big Sky
2013,1,Richmond,VMI,34,0,False,False,CAA,Big South
2013,1,Mercer,Reinhardt,40,37,True,False,Pioneer,
2013,1,Eastern Michigan,Howard,34,24,False,False,Mid-American,MEAC
2013,1,Marist,Sacred Heart,21,37,False,False,Pioneer,NEC
2013,1,The Citadel,Charleston Southern,29,32,False,False,Southern,Big South
2013,1,Gardner-Webb,Furman,28,21,False,False,Big South,Southern
2013,1,Sam Houston,Houston Christian,74,0,False,False,Southland,FCS Independents
2013,1,Oklahoma,UL Monroe,34,0,False,False,Big 12,Sun Belt
2013,1,Missouri,Murray State,58,14,False,False,SEC,OVC
2013,1,Marshall,Miami (OH),52,14,False,False,Conference USA,Mid-American
2013,1,Troy,UAB,34,31,False,False,Sun Belt,Conference USA
2013,1,Arkansas State,Arkansas-Pine Bluff,62,11,False,False,Sun Belt,SWAC
2013,1,South Dakota State,Butler,55,14,True,False,MVFC,Pioneer
2013,1,Southern Miss,Texas State,15,22,False,False,Conference USA,Sun Belt
2013,1,East Carolina,Old Dominion,52,38,False,False,Conference USA,FCS Independents
2013,1,South Florida,McNeese,21,53,False,False,American Athletic,Southland
2013,1,North Texas,Idaho,40,6,False,False,Conference USA,FBS Independents
2013,1,Auburn,Washington State,31,24,False,False,SEC,Pac-12
2013,1,Stetson,Warner,31,3,True,False,Pioneer,
2013,1,Cal Poly,San Diego,38,16,False,False,Big Sky,Pioneer
2013,1,Western Kentucky,Kentucky,35,26,True,False,Sun Belt,SEC
2013,1,Baylor,Wofford,69,3,True,False,Big 12,Southern
2013,1,Abilene Christian,Concordia (AL),84,6,True,False,FCS Independents,
2013,1,Clemson,Georgia,38,35,False,False,ACC,SEC
2013,1,Texas,New Mexico State,56,7,False,False,Big 12,FBS Independents
2013,1,Lamar,Oklahoma Panhandle,75,0,False,False,Southland,
2013,1,Weber State,Stephen F. Austin,50,40,False,False,Big Sky,Southland
2013,1,New Mexico,UTSA,13,21,False,False,Mountain West,Conference USA
2013,1,Iowa State,Northern Iowa,20,28,False,False,Big 12,MVFC
2013,1,Nebraska,Wyoming,37,34,False,False,Big Ten,Mountain West
2013,1,San Diego State,Eastern Illinois,19,40,False,False,Mountain West,OVC
2013,1,Montana,App State,30,6,False,False,Big Sky,Southern
2013,1,TCU,LSU,27,37,True,False,Big 12,SEC
2013,1,Washington,Boise State,38,6,False,False,Pac-12,Mountain West
2013,1,UCLA,Nevada,58,20,False,False,Pac-12,Mountain West
2013,1,California,Northwestern,30,44,False,False,Pac-12,Big Ten
2013,1,Florida A&M,Mississippi Valley State,27,10,True,False,MEAC,SWAC
2013,1,Louisville,Ohio,49,7,False,False,American Athletic,Mid-American
2013,1,Colorado State,Colorado,27,41,True,False,Mountain West,Pac-12
2013,1,Tennessee State,Bethune-Cookman,9,12,False,False,OVC,MEAC
2013,1,Pittsburgh,Florida State,13,41,False,True,ACC,ACC
2013,2,East Carolina,Florida Atlantic,31,13,False,True,Conference USA,Conference USA
2013,2,Arizona State,Sacramento State,55,0,False,False,Pac-12,Big Sky
2013,2,Wagner,Merrimack,41,42,False,False,NEC,Northeast 10
2013,2,Boston College,Wake Forest,24,10,False,True,ACC,ACC
2013,2,Florida International,UCF,0,38,False,False,Conference USA,American Athletic
2013,2,Charleston Southern,Shorter,23,15,False,False,Big South,
2013,2,Purdue,Indiana State,20,14,False,False,Big Ten,MVFC
2013,2,Charlotte,Chowan,47,7,True,False,FCS Independents,
2013,2,Iowa,Missouri State,28,14,False,False,Big Ten,MVFC
2013,2,Temple,Houston,13,22,False,True,American Athletic,American Athletic
2013,2,Wisconsin,Tennessee Tech,48,0,False,False,Big Ten,OVC
2013,2,TCU,SE Louisiana,38,17,False,False,Big 12,Southland
2013,2,UTSA,Oklahoma State,35,56,False,False,Conference USA,Big 12
2013,2,Miami,Florida,21,16,False,False,ACC,SEC
2013,2,Rutgers,Norfolk State,38,0,True,False,American Athletic,MEAC
2013,2,Robert Morris,Morgan State,31,14,False,False,NEC,MEAC
2013,2,Penn State,Eastern Michigan,45,7,False,False,Big Ten,Mid-American
2013,2,Louisville,Eastern Kentucky,44,7,False,False,American Athletic,OVC
2013,2,Kent State,Bowling Green,22,41,False,True,Mid-American,Mid-American
2013,2,Kentucky,Miami (OH),41,7,False,False,SEC,Mid-American
2013,2,Illinois,Cincinnati,45,17,False,False,Big Ten,American Athletic
2013,2,Michigan State,South Florida,21,6,False,False,Big Ten,American Athletic
2013,2,Tennessee,Western Kentucky,52,20,False,False,SEC,Sun Belt
2013,2,Clemson,South Carolina State,52,13,False,False,ACC,MEAC
2013,2,Lehigh,Central Connecticut,51,44,False,False,Patriot,NEC
2013,2,North Carolina,Middle Tennessee,40,20,False,False,ACC,Conference USA
2013,2,Rhode Island,Stony Brook,0,24,False,True,CAA,CAA
2013,2,Holy Cross,Towson,7,49,False,False,Patriot,CAA
2013,2,Bryant,Assumption,34,7,False,False,NEC,
2013,2,Dayton,Duquesne,23,20,False,False,Pioneer,NEC
2013,2,St. Joseph's (IN),Valparaiso,34,31,True,False,,Pioneer
2013,2,Ball State,Army,40,14,False,False,Mid-American,FBS Independents
2013,2,VMI,Glenville State,34,27,False,False,Big South,
2013,2,Virginia Tech,Western Carolina,45,3,False,False,ACC,Southern
2013,2,North Carolina Central,St. Augustine's,23,20,False,False,MEAC,
2013,2,Western Illinois,Quincy,34,6,False,False,MVFC,
2013,2,Florida A&M,Tennessee State,7,27,False,False,MEAC,OVC
2013,2,Utah,Weber State,70,7,False,False,Pac-12,Big Sky
2013,2,Georgia State,Chattanooga,14,42,True,False,Sun Belt,Southern
2013,2,Massachusetts,Maine,14,24,True,False,Mid-American,CAA
2013,2,Presbyterian,Brevard,42,24,False,False,Big South,
2013,2,Mississippi Valley State,Delta State,14,24,False,False,SWAC,
2013,2,Central Michigan,New Hampshire,24,21,False,False,Mid-American,CAA
2013,2,Boise State,UT Martin,63,14,False,False,Mountain West,OVC
2013,2,Howard,Morehouse,27,16,True,False,MEAC,
2013,2,Air Force,Utah State,20,52,False,True,Mountain West,Mountain West
2013,2,Delaware,Delaware State,42,21,False,False,CAA,MEAC
2013,2,Tulane,South Alabama,39,41,False,False,Conference USA,Sun Belt
2013,2,Mississippi State,Alcorn State,51,7,False,False,SEC,SWAC
2013,2,Baylor,Buffalo,70,13,False,False,Big 12,Mid-American
2013,2,Virginia,Oregon,10,59,False,False,ACC,Pac-12
2013,2,Missouri,Toledo,38,23,False,False,SEC,Mid-American
2013,2,Ohio State,San Diego State,42,7,False,False,Big Ten,Mountain West
2013,2,Northern Colorado,CSU Pueblo,36,41,False,False,Big Sky,
2013,2,Youngstown State,Morehead State,67,13,False,False,MVFC,Pioneer
2013,2,Wyoming,Idaho,42,10,False,False,Mountain West,FBS Independents
2013,2,Maryland,Old Dominion,47,10,False,False,ACC,FCS Independents
2013,2,Bethune-Cookman,Virginia Union,66,7,False,False,MEAC,
2013,2,Georgia,South Carolina,41,30,False,True,SEC,SEC
2013,2,Memphis,Duke,14,28,False,False,American Athletic,ACC
2013,2,California,Portland State,37,30,False,False,Pac-12,Big Sky
2013,2,Idaho State,Utah Tech,40,14,False,False,Big Sky,Great Northwest
2013,2,North Dakota State,Ferris State,56,10,False,False,MVFC,
2013,2,Northern Iowa,Drake,45,14,False,False,MVFC,Pioneer
2013,2,Lafayette,Sacred Heart,24,26,False,False,Patriot,NEC
2013,2,Georgetown,Davidson,42,6,False,False,Patriot,Pioneer
2013,2,Nebraska,Southern Miss,56,13,False,False,Big Ten,Conference USA
2013,2,Georgia Southern,Saint Francis,59,17,False,False,Southern,NEC
2013,2,Akron,James Madison,35,33,False,False,Mid-American,CAA
2013,2,App State,North Carolina A&T,21,24,False,False,Southern,MEAC
2013,2,Fordham,Villanova,27,24,True,False,Patriot,CAA
2013,2,NC State,Richmond,23,21,False,False,ACC,CAA
2013,2,Jackson State,Alabama State,30,23,False,True,SWAC,SWAC
2013,2,Campbell,UVA Wise,56,21,False,False,Pioneer,
2013,2,Elon,West Virginia Wesleyan,49,7,False,False,Southern,
2013,2,Colgate,UAlbany,34,37,False,False,Patriot,CAA
2013,2,Indiana,Navy,35,41,False,False,Big Ten,FBS Independents
2013,2,Bucknell,Marist,27,14,False,False,Patriot,Pioneer
2013,2,The Citadel,Wofford,10,21,False,True,Southern,Southern
2013,2,Northwestern,Syracuse,48,27,False,False,Big Ten,ACC
2013,2,Coastal Carolina,Furman,35,28,False,False,Big South,Southern
2013,2,Butler,Wittenberg,49,24,False,False,Pioneer,
2013,2,Marshall,Gardner-Webb,55,0,False,False,Conference USA,Big South
2013,2,Kansas State,Louisiana,48,27,False,False,Big 12,Sun Belt
2013,2,Western Michigan,Nicholls,23,27,False,False,Mid-American,Southland
2013,2,Incarnate Word,Texas College,69,0,True,False,FCS Independents,
2013,2,Northwestern State,Southern,55,14,False,False,Southland,SWAC
2013,2,North Dakota,South Dakota State,28,35,False,False,Big Sky,MVFC
2013,2,Arkansas,Samford,31,21,True,False,SEC,Southern
2013,2,Oklahoma,West Virginia,16,7,False,True,Big 12,Big 12
2013,2,BYU,Texas,40,21,False,False,FBS Independents,Big 12
2013,2,Liberty,Monmouth,45,15,False,False,Big South,FCS Independents
2013,2,Alabama A&M,Tuskegee,7,23,False,False,SWAC,
2013,2,Louisiana Tech,Lamar,27,14,False,False,Conference USA,Southland
2013,2,Jacksonville State,Jacksonville,48,13,False,False,OVC,Pioneer
2013,2,Florida Tech,Stetson,20,13,True,False,,Pioneer
2013,2,Ole Miss,Southeast Missouri State,31,13,False,False,SEC,OVC
2013,2,William & Mary,Hampton,31,7,False,False,CAA,MEAC
2013,2,Tulsa,Colorado State,30,27,False,False,Conference USA,Mountain West
2013,2,Kansas,South Dakota,31,14,False,False,Big 12,MVFC
2013,2,Texas A&M,Sam Houston,65,28,False,False,SEC,Southland
2013,2,UL Monroe,Grambling,48,10,False,False,Sun Belt,SWAC
2013,2,Ohio,North Texas,27,21,False,False,Mid-American,Conference USA
2013,2,Troy,Savannah State,66,3,False,False,Sun Belt,MEAC
2013,2,Southern Illinois,Eastern Illinois,37,40,False,False,MVFC,OVC
2013,2,Texas Tech,Stephen F. Austin,61,13,False,False,Big 12,Southland
2013,2,Abilene Christian,McMurry,60,17,True,False,FCS Independents,
2013,2,Texas State,Prairie View A&M,28,3,False,False,Sun Belt,SWAC
2013,2,Eastern Washington,Western Oregon,43,14,False,False,Big Sky,
2013,2,Vanderbilt,Austin Peay,38,3,False,False,SEC,OVC
2013,2,Auburn,Arkansas State,38,9,False,False,SEC,Sun Belt
2013,2,LSU,UAB,56,17,False,False,SEC,Conference USA
2013,2,New Mexico State,Minnesota,21,44,False,False,FBS Independents,Big Ten
2013,2,SMU,Montana State,31,30,False,False,American Athletic,Big Sky
2013,2,UTEP,New Mexico,35,42,False,False,Conference USA,Mountain West
2013,2,Michigan,Notre Dame,41,30,False,False,Big Ten,FBS Independents
2013,2,Colorado,Central Arkansas,38,24,False,False,Pac-12,Southland
2013,2,Oregon State,Hawai'i,33,14,False,False,Pac-12,Mountain West
2013,2,Southern Utah,Fort Lewis,49,0,False,False,Big Sky,
2013,2,McNeese,Arkansas-Pine Bluff,58,14,False,False,Southland,SWAC
2013,2,San Diego,Western New Mexico,38,35,False,False,Pioneer,
2013,2,Nevada,UC Davis,36,7,False,False,Mountain West,Big Sky
2013,2,Fresno State,Cal Poly,41,25,False,False,Mountain West,Big Sky
2013,2,UNLV,Arizona,13,58,False,False,Mountain West,Pac-12
2013,2,USC,Washington State,7,10,False,True,Pac-12,Pac-12
2013,2,Stanford,San José State,34,13,False,False,Pac-12,Mountain West
2013,3,Louisiana Tech,Tulane,15,24,False,True,Conference USA,Conference USA
2013,3,Texas Tech,TCU,20,10,False,True,Big 12,Big 12
2013,3,Arkansas State,Troy,41,34,False,True,Sun Belt,Sun Belt
2013,3,Boise State,Air Force,42,20,False,True,Mountain West,Mountain West
2013,3,New Hampshire,Colgate,53,23,False,False,CAA,Patriot
2013,3,Michigan,Akron,28,24,False,False,Big Ten,Mid-American
2013,3,Kentucky,Louisville,13,27,False,False,SEC,American Athletic
2013,3,Furman,Presbyterian,21,20,False,False,Southern,Big South
2013,3,Nebraska,UCLA,21,41,False,False,Big Ten,Pac-12
2013,3,Charlotte,North Carolina Central,13,40,True,False,FCS Independents,MEAC
2013,3,West Virginia,Georgia State,41,7,False,False,Big 12,Sun Belt
2013,3,Oklahoma,Tulsa,51,20,False,False,Big 12,Conference USA
2013,3,Robert Morris,Dayton,14,21,False,False,NEC,Pioneer
2013,3,Indiana,Bowling Green,42,10,False,False,Big Ten,Mid-American
2013,3,Minnesota,Western Illinois,29,12,False,False,Big Ten,MVFC
2013,3,Army,Stanford,20,34,False,False,FBS Independents,Pac-12
2013,3,East Carolina,Virginia Tech,10,15,False,False,Conference USA,ACC
2013,3,Arkansas,Southern Miss,24,3,False,False,SEC,Conference USA
2013,3,Wake Forest,UL Monroe,19,21,False,False,ACC,Sun Belt
2013,3,Pittsburgh,New Mexico,49,27,False,False,ACC,Mountain West
2013,3,Monmouth,Lehigh,25,28,True,False,FCS Independents,Patriot
2013,3,Rutgers,Eastern Michigan,28,10,False,False,American Athletic,Mid-American
2013,3,Temple,Fordham,29,30,False,False,American Athletic,Patriot
2013,3,Jacksonville,Morehead State,69,19,True,True,Pioneer,Pioneer
2013,3,VMI,North Greenville,24,37,False,False,Big South,
2013,3,Florida A&M,Samford,20,27,False,False,MEAC,Southern
2013,3,Valparaiso,William Jewell,34,36,False,False,Pioneer,
2013,3,Michigan State,Youngstown State,55,17,False,False,Big Ten,MVFC
2013,3,Southern Illinois,Charleston (WV),31,10,False,False,MVFC,
2013,3,Alcorn State,Mississippi Valley State,35,28,False,True,SWAC,SWAC
2013,3,USC,Boston College,35,7,False,False,Pac-12,ACC
2013,3,Sam Houston,Texas Southern,55,17,False,False,Southland,SWAC
2013,3,Indiana State,Quincy,70,7,False,False,MVFC,
2013,3,Montana State,Colorado Mesa,26,0,False,False,Big Sky,
2013,3,Texas A&M,Alabama,42,49,False,True,SEC,SEC
2013,3,Florida State,Nevada,62,7,False,False,ACC,Mountain West
2013,3,Buffalo,Stony Brook,26,23,False,False,Mid-American,CAA
2013,3,Colorado State,Cal Poly,34,17,True,False,Mountain West,Big Sky
2013,3,Oregon,Tennessee,59,14,False,False,Pac-12,SEC
2013,3,Western Carolina,The Citadel,21,28,False,True,Southern,Southern
2013,3,Maine,Bryant,35,22,False,False,CAA,NEC
2013,3,Duke,Georgia Tech,14,38,False,True,ACC,ACC
2013,3,Navy,Delaware,51,7,False,False,FBS Independents,CAA
2013,3,North Texas,Ball State,34,27,False,False,Conference USA,Mid-American
2013,3,Syracuse,Wagner,54,0,False,False,ACC,NEC
2013,3,Wyoming,Northern Colorado,35,7,False,False,Mountain West,Big Sky
2013,3,Portland State,Humboldt State,43,6,True,False,Big Sky,
2013,3,Idaho,Northern Illinois,35,45,False,False,FBS Independents,Mid-American
2013,3,Arkansas-Pine Bluff,Alabama State,39,40,False,True,SWAC,SWAC
2013,3,Idaho State,Western Colorado,29,3,False,False,Big Sky,
2013,3,Lincoln (MO),Grambling,47,34,True,False,,SWAC
2013,3,Old Dominion,Howard,76,19,True,False,FCS Independents,MEAC
2013,3,Iowa State,Iowa,21,27,False,False,Big 12,Big Ten
2013,3,Illinois,Washington,24,34,False,False,Big Ten,Pac-12
2013,3,Gardner-Webb,Richmond,12,10,False,False,Big South,CAA
2013,3,Georgetown,Marist,23,43,False,False,Patriot,Pioneer
2013,3,North Carolina A&T,Elon,23,10,False,False,MEAC,Southern
2013,3,Savannah State,Fort Valley State,27,20,False,False,MEAC,
2013,3,James Madison,Saint Francis,24,20,False,False,CAA,NEC
2013,3,Central Connecticut,Holy Cross,21,52,False,False,NEC,Patriot
2013,3,Eastern Kentucky,Coastal Carolina,32,51,False,False,OVC,Big South
2013,3,Florida International,Bethune-Cookman,13,34,False,False,Conference USA,MEAC
2013,3,South Carolina State,Alabama A&M,32,0,False,False,MEAC,SWAC
2013,3,Hampton,Tennessee Tech,27,30,False,False,MEAC,OVC
2013,3,Chattanooga,Austin Peay,42,10,False,False,Southern,OVC
2013,3,Penn State,UCF,31,34,False,False,Big Ten,American Athletic
2013,3,Sacred Heart,Lincoln (PA),45,3,False,False,NEC,
2013,3,Mercer,Warner,61,0,True,False,Pioneer,
2013,3,Campbell,Charleston Southern,10,30,False,False,Pioneer,Big South
2013,3,Lafayette,William & Mary,6,34,False,False,Patriot,CAA
2013,3,Franklin,Butler,28,31,True,False,,Pioneer
2013,3,Washington State,Southern Utah,48,10,False,False,Pac-12,Big Sky
2013,3,Toledo,Eastern Washington,33,21,False,False,Mid-American,Big Sky
2013,3,California,Ohio State,34,52,False,False,Pac-12,Big Ten
2013,3,Jackson State,Tennessee State,16,26,True,False,SWAC,OVC
2013,3,LSU,Kent State,45,13,False,False,SEC,Mid-American
2013,3,Kansas State,Massachusetts,37,7,False,False,Big 12,Mid-American
2013,3,Murray State,Missouri State,41,38,False,False,OVC,MVFC
2013,3,Louisiana,Nicholls,70,7,False,False,Sun Belt,Southland
2013,3,Abilene Christian,New Mexico Highlands,52,28,True,False,FCS Independents,
2013,3,Wofford,Georgia Southern,30,20,False,True,Southern,Southern
2013,3,Wayland Baptist,Houston Christian,28,52,True,False,,FCS Independents
2013,3,UAlbany,Rhode Island,13,19,True,True,CAA,CAA
2013,3,Auburn,Mississippi State,24,20,False,True,SEC,SEC
2013,3,Liberty,Morgan State,38,10,False,False,Big South,MEAC
2013,3,South Dakota State,SE Louisiana,34,26,True,False,MVFC,Southland
2013,3,Eastern Illinois,Illinois State,57,24,False,False,OVC,MVFC
2013,3,South Carolina,Vanderbilt,35,25,False,True,SEC,SEC
2013,3,Southern,Prairie View A&M,62,59,False,True,SWAC,SWAC
2013,3,UT Martin,Central Arkansas,24,23,False,False,OVC,Southland
2013,3,Davidson,Lenoir Rhyne,18,34,False,False,Pioneer,
2013,3,Stephen F. Austin,McMurry,50,13,False,False,Southland,
2013,3,Middle Tennessee,Memphis,17,15,False,False,Conference USA,American Athletic
2013,3,Incarnate Word,Langston,24,0,True,False,FCS Independents,
2013,3,Cincinnati,Northwestern State,66,9,False,False,American Athletic,Southland
2013,3,North Dakota,Montana,17,55,False,True,Big Sky,Big Sky
2013,3,South Florida,Florida Atlantic,10,28,False,False,American Athletic,Conference USA
2013,3,Rice,Kansas,23,14,False,False,Conference USA,Big 12
2013,3,South Alabama,Western Kentucky,31,24,False,True,Sun Belt,Sun Belt
2013,3,Towson,Delaware State,49,7,False,False,CAA,MEAC
2013,3,UConn,Maryland,21,32,False,False,American Athletic,ACC
2013,3,Oklahoma State,Lamar,59,3,False,False,Big 12,Southland
2013,3,Texas,Ole Miss,23,44,False,False,Big 12,SEC
2013,3,New Mexico State,UTEP,21,42,False,False,FBS Independents,Conference USA
2013,3,Ohio,Marshall,34,31,False,False,Mid-American,Conference USA
2013,3,Utah State,Weber State,70,6,False,False,Mountain West,Big Sky
2013,3,Purdue,Notre Dame,24,31,False,False,Big Ten,FBS Independents
