season,week,home_team,away_team,home_points,away_points,neutral,conference_game,home_conference,away_conference
2004,1,Miami (OH),Indiana State,49,0,False,False,Mid-American,Gateway Football
2004,1,Murray State,Glenville State,56,3,False,False,OVC,
2004,1,Samford,West Alabama,34,20,True,False,OVC,
2004,1,Virginia Tech,USC,13,24,False,True,ACC,Pac-10
2004,2,Western Carolina,West Virginia State,77,7,False,False,Southern,
2004,2,Delaware,New Hampshire,21,24,True,True,Atlantic 10,Atlantic 10
2004,2,Hofstra,UAlbany,45,0,True,False,Atlantic 10,NEC
2004,2,Eastern Michigan,Buffalo,37,34,False,True,Mid-American,Mid-American
2004,2,Villanova,Bucknell,20,14,True,False,Atlantic 10,Patriot
2004,2,Missouri State,Drake,31,26,True,False,MVFC,Pioneer
2004,2,Youngstown State,Slippery Rock,35,13,False,False,Gateway Football,
2004,2,Nicholls,Eastern Washington,37,14,False,False,Southland,Big Sky
2004,2,Utah,Texas A&M,41,21,False,False,Mountain West,Big 12
2004,2,Stephen F. Austin,Henderson State,30,14,False,False,Southland,
2004,2,Southern Illinois,Southeast Missouri State,42,3,True,False,Gateway Football,OVC
2004,2,Illinois State,Saint Xavier,44,14,False,False,Gateway Football,
2004,2,Ball State,Boston College,11,19,False,False,Mid-American,Big East
2004,2,Western Michigan,UT Martin,42,0,False,False,Mid-American,OVC
2004,2,SE Louisiana,Arkansas Monticello,46,32,False,False,FCS Independents,
2004,2,TCU,Northwestern,48,45,False,True,Conference USA,Big Ten
2004,2,Arizona State,UTEP,41,9,False,False,Pac-10,Western Athletic
2004,2,Portland State,Western Colorado,38,0,True,False,Big Sky,
2004,2,New Mexico,Washington State,17,21,False,True,Mountain West,Pac-10
2004,2,Iowa,Kent State,39,7,False,False,Big Ten,Mid-American
2004,2,Air Force,California,14,56,False,True,Mountain West,Pac-10
2004,2,Ohio State,Cincinnati,27,6,False,True,Big Ten,Conference USA
2004,2,Michigan,Miami (OH),43,10,False,False,Big Ten,Mid-American
2004,2,UConn,Murray State,52,14,True,False,Big East,OVC
2004,2,Oklahoma,Bowling Green,40,24,False,False,Big 12,Mid-American
2004,2,Wisconsin,UCF,34,6,False,False,Big Ten,Mid-American
2004,2,Temple,Virginia,14,44,False,False,Big East,ACC
2004,2,Vanderbilt,South Carolina,6,31,False,True,SEC,SEC
2004,2,Holy Cross,Duquesne,7,31,False,False,Patriot,Metro Atlantic Athletic
2004,2,La Salle,Wagner,28,35,True,False,Metro Atlantic Athletic,NEC
2004,2,Delaware State,Massachusetts,0,51,False,False,MEAC,Atlantic 10
2004,2,Alabama State,Howard,27,12,True,False,SWAC,MEAC
2004,2,Georgia Tech,Samford,28,7,False,False,ACC,OVC
2004,2,Iona,Montclair State,27,42,True,False,Metro Atlantic Athletic,
2004,2,Fordham,Rhode Island,36,37,True,False,Patriot,Atlantic 10
2004,2,Lafayette,Marist,48,7,False,False,Patriot,Metro Atlantic Athletic
2004,2,Georgetown,Saint Francis,36,7,False,False,Patriot,NEC
2004,2,Sacred Heart,Central Connecticut,6,27,False,True,NEC,NEC
2004,2,Lehigh,Stony Brook,25,2,False,False,Patriot,NEC
2004,2,Robert Morris,Buffalo State,47,10,True,False,NEC,
2004,2,North Carolina,William & Mary,49,38,False,True,ACC,Atlantic 10
2004,2,Iowa State,Northern Iowa,23,0,False,False,Big 12,Gateway Football
2004,2,Elon,Towson,13,34,False,False,Southern,Atlantic 10
2004,2,Northeastern,Cheyney,71,0,True,False,Atlantic 10,
2004,2,Auburn,UL Monroe,31,0,False,False,SEC,Sun Belt
2004,2,Wyoming,App State,53,7,True,False,Mountain West,Southern
2004,2,Jacksonville State,Emporia State,25,16,False,False,OVC,
2004,2,Georgia,Georgia Southern,48,28,False,False,SEC,Southern
2004,2,Montana,Maine,27,20,False,False,Big Sky,Atlantic 10
2004,2,Rutgers,Michigan State,19,14,False,False,Big East,Big Ten
2004,2,UCLA,Oklahoma State,20,31,False,False,Pac-10,Big 12
2004,2,Clemson,Wake Forest,37,30,False,True,ACC,ACC
2004,2,Penn State,Akron,48,10,False,False,Big Ten,Mid-American
2004,2,Northern Colorado,North Dakota State,15,13,False,False,Great West,Great West
2004,2,Marshall,Troy,15,17,False,False,Mid-American,Sun Belt
2004,2,South Carolina State,Benedict,51,0,True,False,MEAC,
2004,2,Norfolk State,Virginia State,7,17,False,False,MEAC,
2004,2,NC State,Richmond,42,0,False,True,ACC,Atlantic 10
2004,2,Illinois,Florida A&M,52,13,False,False,Big Ten,FBS Independents
2004,2,Mississippi State,Tulane,28,7,False,False,SEC,Conference USA
2004,2,Morgan State,Bowie State,41,35,True,False,MEAC,
2004,2,LSU,Oregon State,22,21,False,False,SEC,Pac-10
2004,2,James Madison,Lock Haven,62,7,False,False,Atlantic 10,
2004,2,Maryland,Northern Illinois,23,20,False,False,ACC,Mid-American
2004,2,West Virginia,East Carolina,56,23,False,False,Big East,Conference USA
2004,2,Navy,Duke,27,12,False,False,FBS Independents,ACC
2004,2,Furman,Presbyterian,52,7,False,False,Southern,South Atlantic
2004,2,Missouri,Arkansas State,52,20,False,False,Big 12,Sun Belt
2004,2,Liberty,WVU Tech,55,17,False,False,Big South,
2004,2,Morehead State,Coastal Carolina,7,28,False,False,Pioneer,Big South
2004,2,Texas State,Angelo State,45,10,True,False,Southland,
2004,2,Kansas,Tulsa,21,3,False,False,Big 12,Western Athletic
2004,2,Sam Houston,Ouachita Baptist,60,7,False,False,Southland,
2004,2,UAB,Baylor,56,14,False,False,Conference USA,Big 12
2004,2,Alabama,Utah State,48,17,False,False,SEC,Sun Belt
2004,2,Hampton,Jackson State,38,19,False,False,MEAC,SWAC
2004,2,Indiana,Central Michigan,41,10,False,False,Big Ten,Mid-American
2004,2,Ole Miss,Memphis,13,20,False,False,SEC,Conference USA
2004,2,Ohio,VMI,42,14,False,False,Mid-American,Big South
2004,2,Nebraska,Western Illinois,56,17,False,False,Big 12,Gateway Football
2004,2,Texas,North Texas,65,0,False,False,Big 12,Sun Belt
2004,2,St. Peter's,Monmouth,3,44,True,False,Metro Atlantic Athletic,NEC
2004,2,Arkansas,New Mexico State,63,13,False,False,SEC,Sun Belt
2004,2,Kansas State,Western Kentucky,27,13,False,False,Big 12,MVFC
2004,2,Tennessee State,Alabama A&M,42,7,True,False,OVC,SWAC
2004,2,Tennessee Tech,Gardner-Webb,32,26,False,False,OVC,Big South
2004,2,Southern,McNeese,17,35,True,False,SWAC,Southland
2004,2,SMU,Texas Tech,13,27,False,False,Western Athletic,Big 12
2004,2,Colorado,Colorado State,27,24,False,False,Big 12,Mountain West
2004,2,Louisiana,Northwestern State,14,7,False,False,Sun Belt,Southland
2004,2,Boise State,Idaho,65,7,False,False,Western Athletic,Sun Belt
2004,2,Minnesota,Toledo,63,21,False,False,Big Ten,Mid-American
2004,2,San Diego State,Idaho State,38,21,True,False,Mountain West,Big Sky
2004,2,Cal Poly,Humboldt State,42,7,False,False,Great West,
2004,2,Weber State,Southern Utah,31,34,False,False,Big Sky,Great West
2004,2,BYU,Notre Dame,20,17,False,False,Mountain West,FBS Independents
2004,2,Stanford,San José State,43,3,False,False,Pac-10,Western Athletic
2004,2,Arizona,Northern Arizona,21,3,False,False,Pac-10,Big Sky
2004,2,Hawai'i,Florida Atlantic,28,35,True,False,Western Athletic,FBS Independents
2004,2,Purdue,Syracuse,51,0,False,False,Big Ten,Big East
2004,2,Louisville,Kentucky,28,0,False,False,Conference USA,SEC
2004,2,North Carolina A&T,North Carolina Central,16,15,True,False,MEAC,CIAA
2004,2,Rice,Houston,10,7,False,False,Western Athletic,Conference USA
2004,2,Washington,Fresno State,16,35,False,False,Pac-10,Western Athletic
2004,2,Tennessee,UNLV,42,17,False,False,SEC,Mountain West
2004,2,Louisiana Tech,Nevada,38,21,False,True,Western Athletic,Western Athletic
2004,3,Troy,Missouri,24,14,False,False,Sun Belt,Big 12
2004,3,UT Martin,Tennessee State,13,27,False,True,OVC,OVC
2004,3,Miami,Florida State,16,10,False,True,ACC,ACC
2004,3,Boise State,Oregon State,53,34,False,False,Western Athletic,Pac-10
2004,3,Youngstown State,Florida International,16,22,False,False,Gateway Football,FCS Independents
2004,3,Iowa,Iowa State,17,10,False,False,Big Ten,Big 12
2004,3,Northwestern,Arizona State,21,30,False,True,Big Ten,Pac-10
2004,3,Wisconsin,UNLV,18,3,False,True,Big Ten,Mountain West
2004,3,Nebraska,Southern Miss,17,21,False,False,Big 12,Conference USA
2004,3,Illinois,UCLA,17,35,False,True,Big Ten,Pac-10
2004,3,Rhode Island,Central Connecticut,39,7,False,False,Atlantic 10,NEC
2004,3,UConn,Duke,22,20,False,False,Big East,ACC
2004,3,Rhodes,Central Connecticut,39,7,True,False,,NEC
2004,3,Michigan State,Central Michigan,24,7,False,False,Big Ten,Mid-American
2004,3,VMI,Richmond,7,34,False,False,Big South,Atlantic 10
2004,3,Kansas State,Fresno State,21,45,False,False,Big 12,Western Athletic
2004,3,Mississippi State,Auburn,14,43,False,True,SEC,SEC
2004,3,Saint Francis,Sacred Heart,35,28,True,True,NEC,NEC
2004,3,Purdue,Ball State,59,7,False,False,Big Ten,Mid-American
2004,3,Delaware State,North Carolina Central,23,26,False,False,MEAC,CIAA
2004,3,Monmouth,La Salle,34,15,True,False,NEC,Metro Atlantic Athletic
2004,3,Georgetown,Lafayette,6,17,False,True,Patriot,Patriot
2004,3,Holy Cross,San Diego,31,37,False,False,Patriot,Pioneer
2004,3,Virginia Tech,Western Michigan,63,0,False,False,ACC,Mid-American
2004,3,Army,Louisville,21,52,False,True,Conference USA,Conference USA
2004,3,Florida,Eastern Michigan,49,10,False,False,SEC,Mid-American
2004,3,Lehigh,Villanova,16,22,False,False,Patriot,Atlantic 10
2004,3,Hartwick,St. Peter's,9,19,True,False,,Metro Atlantic Athletic
2004,3,Navy,Northeastern,28,24,False,False,FBS Independents,Atlantic 10
2004,3,Robert Morris,Duquesne,34,14,True,False,NEC,Metro Atlantic Athletic
2004,3,Presbyterian,Charleston Southern,19,14,True,False,South Atlantic,Big South
2004,3,App State,Eastern Kentucky,49,21,False,False,Southern,OVC
2004,3,Air Force,Eastern Washington,42,20,False,False,Mountain West,Big Sky
2004,3,Montana,Hofstra,41,23,False,False,Big Sky,Atlantic 10
2004,3,Montana State,Adams State,19,0,False,False,Big Sky,
2004,3,Texas A&M,Wyoming,31,0,False,False,Big 12,Mountain West
2004,3,Washington State,Colorado,12,20,False,False,Pac-10,Big 12
2004,3,Ohio State,Marshall,24,21,False,False,Big Ten,Mid-American
2004,3,Minnesota,Illinois State,37,21,True,False,Big Ten,Gateway Football
2004,3,Virginia,North Carolina,56,24,False,True,ACC,ACC
2004,3,Notre Dame,Michigan,28,20,False,False,FBS Independents,Big Ten
2004,3,Western Carolina,Nicholls,28,7,False,False,Southern,Southland
2004,3,Nevada,Sacramento State,59,7,False,False,Western Athletic,Big Sky
2004,3,Northern Illinois,Southern Illinois,23,22,True,False,Mid-American,Gateway Football
2004,3,Youngstown State,Florida International,16,22,False,False,Gateway Football,FCS Independents
2004,3,Northern Iowa,Minnesota State,40,0,False,False,Gateway Football,
2004,3,South Carolina,Georgia,16,20,False,True,SEC,SEC
2004,3,Hampton,Howard,47,14,True,True,MEAC,MEAC
2004,3,Buffalo,Syracuse,17,37,False,False,Mid-American,Big East
2004,3,Bowling Green,Southeast Missouri State,49,10,False,False,Mid-American,OVC
2004,3,Norfolk State,Savannah State,34,41,False,False,MEAC,FCS Independents
2004,3,Akron,Middle Tennessee,24,31,False,False,Mid-American,Sun Belt
2004,3,Morgan State,Gardner-Webb,49,56,True,False,MEAC,Big South
2004,3,Maine,Northern Colorado,38,0,False,False,Atlantic 10,Great West
2004,3,Massachusetts,Colgate,30,20,True,False,Atlantic 10,Patriot
2004,3,UAlbany,Fordham,0,14,True,False,NEC,Patriot
2004,3,Maryland,Temple,45,22,False,False,ACC,Big East
2004,3,UCF,West Virginia,20,45,False,False,Mid-American,Big East
2004,3,Georgia Southern,Johnson C. Smith,84,3,False,False,Southern,
2004,3,California,New Mexico State,41,14,False,False,Pac-10,Sun Belt
2004,3,Oregon,Indiana,24,30,False,True,Pac-10,Big Ten
2004,3,Kansas,Toledo,63,14,False,False,Big 12,Mid-American
2004,3,North Texas,Florida Atlantic,13,20,True,False,Sun Belt,FBS Independents
2004,3,Missouri State,Sam Houston,33,31,True,False,MVFC,Southland
2004,3,South Florida,Tennessee Tech,21,7,False,False,Conference USA,OVC
2004,3,Alcorn State,North Carolina A&T,15,13,True,False,SWAC,MEAC
2004,3,TCU,SMU,44,0,False,False,Conference USA,Western Athletic
2004,3,South Carolina State,Wofford,22,24,False,False,MEAC,Southern
2004,3,Pittsburgh,Ohio,24,3,False,False,Big East,Mid-American
2004,3,Louisiana Tech,Louisiana,24,20,False,False,Western Athletic,Sun Belt
2004,3,Marist,Wagner,13,28,False,False,Metro Atlantic Athletic,NEC
2004,3,Delaware,Towson,21,17,True,False,Atlantic 10,Atlantic 10
2004,3,Samford,Furman,10,45,True,False,OVC,Southern
2004,3,Oklahoma,Houston,63,13,False,False,Big 12,Conference USA
2004,3,Oklahoma State,Tulsa,38,21,False,False,Big 12,Western Athletic
2004,3,Eastern Illinois,Indiana State,30,33,False,False,OVC,Gateway Football
2004,3,Tulane,Florida A&M,39,19,True,False,Conference USA,FBS Independents
2004,3,Cincinnati,Miami (OH),45,26,False,False,Conference USA,Mid-American
2004,3,East Carolina,Wake Forest,17,31,False,True,Conference USA,ACC
2004,3,Rutgers,New Hampshire,24,35,True,False,Big East,Atlantic 10
2004,3,Baylor,Texas State,24,17,True,False,Big 12,Southland
2004,3,Coastal Carolina,Davidson,31,24,False,False,Big South,Pioneer
2004,3,Jackson State,Northwestern State,20,28,False,False,SWAC,Southland
2004,3,Kent State,Liberty,38,10,False,False,Mid-American,Big South
2004,3,Western Illinois,Cheyney,98,7,False,False,Gateway Football,
2004,3,Stephen F. Austin,Northern Arizona,24,17,False,False,Southland,Big Sky
2004,3,McNeese,SE Louisiana,17,51,False,False,Southland,FCS Independents
2004,3,Western Kentucky,Concord,58,0,False,False,MVFC,
2004,3,Memphis,Chattanooga,52,21,False,False,Conference USA,Southern
2004,3,Arkansas-Pine Bluff,Bethune-Cookman,14,27,True,False,SWAC,MEAC
2004,3,USC,Colorado State,49,0,False,True,Pac-10,Mountain West
2004,3,New Mexico,Texas Tech,27,24,False,False,Mountain West,Big 12
2004,3,Boston College,Penn State,21,7,False,False,Big East,Big Ten
2004,3,Clemson,Georgia Tech,24,28,False,True,ACC,ACC
2004,3,LSU,Arkansas State,53,3,False,False,SEC,Sun Belt
2004,3,Utah State,Idaho,14,7,False,True,Sun Belt,Sun Belt
2004,3,Idaho State,Cal Poly,20,35,False,False,Big Sky,Great West
2004,3,Arkansas,Texas,20,22,False,False,SEC,Big 12
2004,3,Alabama,Ole Miss,28,7,False,True,SEC,SEC
2004,3,UTEP,Weber State,32,0,False,False,Western Athletic,Big Sky
2004,3,Stanford,BYU,37,10,False,True,Pac-10,Mountain West
2004,3,Arizona,Utah,6,23,False,True,Pac-10,Mountain West
2004,4,St. Peter's,Central Connecticut,15,30,True,False,Metro Atlantic Athletic,NEC
2004,4,Boston College,UConn,27,7,False,True,Big East,Big East
2004,4,Syracuse,Cincinnati,19,7,False,False,Big East,Conference USA
2004,4,West Virginia,Maryland,19,16,False,False,Big East,ACC
2004,4,Michigan,San Diego State,24,21,False,True,Big Ten,Mountain West
2004,4,Penn State,UCF,37,13,False,False,Big Ten,Mid-American
2004,4,Pittsburgh,Nebraska,17,24,False,False,Big East,Big 12
2004,4,Virginia Tech,Duke,41,17,False,True,ACC,ACC
2004,4,New Hampshire,William & Mary,7,9,True,True,Atlantic 10,Atlantic 10
2004,4,Jacksonville,Charleston Southern,3,38,True,False,Pioneer,Big South
2004,4,Texas Tech,TCU,70,35,False,False,Big 12,Conference USA
2004,4,Ole Miss,Vanderbilt,26,23,False,True,SEC,SEC
2004,4,Iowa State,Northern Illinois,48,41,False,False,Big 12,Mid-American
2004,4,Grambling,Bethune-Cookman,24,23,False,False,SWAC,MEAC
2004,4,Central Michigan,Southeast Missouri State,44,27,False,False,Mid-American,OVC
2004,4,Wagner,Stony Brook,21,13,False,True,NEC,NEC
2004,4,La Salle,The College of New Jersey,0,6,True,False,Metro Atlantic Athletic,
2004,4,Miami,Louisiana Tech,48,0,False,False,ACC,Western Athletic
2004,4,VMI,Tennessee Tech,10,16,False,False,Big South,OVC
2004,4,Georgia,Marshall,13,3,False,False,SEC,Mid-American
2004,4,Massachusetts,Richmond,14,24,True,True,Atlantic 10,Atlantic 10
2004,4,Harvard,Holy Cross,35,0,True,False,Ivy,Patriot
2004,4,Villanova,James Madison,0,17,True,True,Atlantic 10,Atlantic 10
2004,4,Colgate,Dartmouth,17,15,False,False,Patriot,Ivy
2004,4,Dayton,Yale,17,24,True,False,Pioneer,Ivy
2004,4,Saint Francis,Valparaiso,17,13,True,False,NEC,Pioneer
2004,4,Brown,UAlbany,35,7,True,False,Ivy,NEC
2004,4,Duquesne,Georgetown,45,7,False,False,Metro Atlantic Athletic,Patriot
2004,4,Hampton,Western Illinois,40,20,True,False,MEAC,Gateway Football
2004,4,Robert Morris,Monmouth,27,29,True,True,NEC,NEC
2004,4,Sacred Heart,Iona,48,7,True,False,NEC,Metro Atlantic Athletic
2004,4,Missouri,Ball State,48,0,False,False,Big 12,Mid-American
2004,4,App State,The Citadel,28,14,False,True,Southern,Southern
2004,4,Miami (OH),Ohio,40,20,False,True,Mid-American,Mid-American
2004,4,Indiana State,Murray State,28,21,False,False,Gateway Football,OVC
2004,4,Northwestern,Kansas,20,17,False,False,Big Ten,Big 12
2004,4,Temple,Florida A&M,38,7,True,False,Big East,FBS Independents
2004,4,Illinois,Western Michigan,30,27,False,False,Big Ten,Mid-American
2004,4,Northern Colorado,Idaho State,42,49,False,False,Great West,Big Sky
2004,4,Elon,Delaware State,49,13,False,False,Southern,MEAC
2004,4,Kansas State,Louisiana,40,20,False,False,Big 12,Sun Belt
2004,4,Montana State,Cal Poly,14,27,False,False,Big Sky,Great West
2004,4,Savannah State,South Carolina State,20,55,True,False,FCS Independents,MEAC
2004,4,Middle Tennessee,Florida Atlantic,20,27,False,False,Sun Belt,FBS Independents
2004,4,Virginia,Akron,51,0,False,False,ACC,Mid-American
2004,4,Auburn,LSU,10,9,False,True,SEC,SEC
2004,4,NC State,Ohio State,14,22,False,True,ACC,Big Ten
2004,4,Oklahoma,Oregon,31,7,False,False,Big 12,Pac-10
2004,4,San Diego,Pennsylvania,18,61,False,False,Pioneer,Ivy
2004,4,Howard,Alcorn State,17,10,False,False,MEAC,SWAC
2004,4,Arizona,Wisconsin,7,9,False,True,Pac-10,Big Ten
2004,4,Oregon State,New Mexico,17,7,False,True,Pac-10,Mountain West
2004,4,San José State,Morgan State,47,28,False,False,Western Athletic,MEAC
2004,4,Northern Iowa,Stephen F. Austin,21,24,False,False,Gateway Football,Southland
2004,4,Chattanooga,Jacksonville State,20,65,False,False,Southern,OVC
2004,4,Eastern Michigan,Toledo,32,42,False,True,Mid-American,Mid-American
2004,4,Gardner-Webb,Furman,6,38,True,False,Big South,Southern
2004,4,North Carolina,Georgia Tech,34,13,False,True,ACC,ACC
2004,4,Florida State,UAB,34,7,False,True,ACC,Conference USA
2004,4,Wake Forest,North Carolina A&T,42,3,False,False,ACC,MEAC
2004,4,Colorado,North Texas,52,21,False,False,Big 12,Sun Belt
2004,4,Arkansas State,Memphis,35,47,False,False,Sun Belt,Conference USA
2004,4,Austin Peay,UT Martin,14,31,False,False,Pioneer,OVC
2004,4,Tennessee State,Jackson State,21,20,True,False,OVC,SWAC
2004,4,Missouri State,Union College,45,0,True,False,MVFC,
2004,4,Southern Illinois,William Penn,59,9,True,False,Gateway Football,
2004,4,South Carolina,South Florida,34,3,False,False,SEC,Conference USA
2004,4,Kentucky,Indiana,51,32,False,False,SEC,Big Ten
2004,4,Michigan State,Notre Dame,24,31,False,False,Big Ten,FBS Independents
2004,4,Rutgers,Kent State,29,21,False,False,Big East,Mid-American
2004,4,UL Monroe,Arkansas,20,49,False,False,Sun Belt,SEC
2004,4,Tulsa,Navy,0,29,False,False,Western Athletic,FBS Independents
2004,4,Liberty,Lehigh,16,34,False,False,Big South,Patriot
2004,4,Washington,UCLA,31,37,False,True,Pac-10,Pac-10
2004,4,Texas State,SE Louisiana,31,28,True,False,Southland,FCS Independents
2004,4,Utah State,Utah,6,48,False,False,Sun Belt,Mountain West
2004,4,Alabama,Western Carolina,52,0,False,False,SEC,Southern
2004,4,Mississippi State,Maine,7,9,False,False,SEC,Atlantic 10
2004,4,Bucknell,Cornell,15,9,False,False,Patriot,Ivy
2004,4,Newberry,Coastal Carolina,21,7,True,False,,Big South
2004,4,Texas A&M,Clemson,27,6,False,False,Big 12,ACC
2004,4,Delaware,West Chester,24,6,True,False,Atlantic 10,
2004,4,Northwestern State,Texas Southern,52,6,False,False,Southland,SWAC
2004,4,Oklahoma State,SMU,59,7,False,False,Big 12,Western Athletic
2004,4,Columbia,Fordham,14,17,True,False,Ivy,Patriot
2004,4,Princeton,Lafayette,35,18,True,False,Ivy,Patriot
2004,4,Illinois State,Eastern Illinois,35,31,False,False,Gateway Football,OVC
2004,4,Georgia Southern,Wofford,58,14,False,True,Southern,Southern
2004,4,Eastern Kentucky,Western Kentucky,8,21,False,False,OVC,MVFC
2004,4,Weber State,UC Davis,29,31,False,False,Big Sky,Great West
2004,4,Rice,Hawai'i,41,29,False,True,Western Athletic,Western Athletic
2004,4,Houston,Army,35,21,False,True,Conference USA,Conference USA
2004,4,Tennessee,Florida,30,28,False,True,SEC,SEC
2004,4,McNeese,Youngstown State,24,20,False,False,Southland,Gateway Football
2004,4,Sam Houston,Montana,41,29,False,False,Southland,Big Sky
2004,4,New Mexico State,Troy,22,18,False,True,Sun Belt,Sun Belt
2004,4,Nevada,Buffalo,38,13,False,False,Western Athletic,Mid-American
2004,4,Eastern Washington,Central Washington,39,8,True,False,Big Sky,
2004,4,UTEP,Boise State,31,47,False,True,Western Athletic,Western Athletic
2004,4,UNLV,Air Force,10,27,False,True,Mountain West,Mountain West
2004,4,Fresno State,Portland State,27,17,False,False,Western Athletic,Big Sky
2004,4,Arizona State,Iowa,44,7,False,True,Pac-10,Big Ten
2004,4,Colorado State,Minnesota,16,34,False,True,Mountain West,Big Ten
2004,4,BYU,USC,10,42,False,True,Mountain West,Pac-10
2004,4,Sacramento State,Southern Utah,23,17,False,False,Big Sky,Great West
2004,4,Idaho,Washington State,8,49,False,False,Sun Belt,Pac-10
2004,5,St. Peter's,La Salle,27,30,True,True,Metro Atlantic Athletic,Metro Atlantic Athletic
2004,5,Kent State,Akron,19,24,False,True,Mid-American,Mid-American
2004,5,Houston,Miami,13,38,False,True,Conference USA,ACC
2004,5,Northern Illinois,Bowling Green,34,17,False,True,Mid-American,Mid-American
2004,5,Boise State,BYU,28,27,False,False,Western Athletic,Mountain West
2004,5,Florida A&M,Tennessee State,21,15,False,False,FBS Independents,OVC
2004,5,Florida,Kentucky,20,3,False,True,SEC,SEC
2004,5,Illinois,Purdue,30,38,False,True,Big Ten,Big Ten
2004,5,Wake Forest,Boston College,17,14,False,False,ACC,Big East
2004,5,Indiana,Michigan State,20,30,False,True,Big Ten,Big Ten
2004,5,Duke,Maryland,21,55,False,True,ACC,ACC
2004,5,Dartmouth,New Hampshire,24,45,False,False,Ivy,Atlantic 10
2004,5,UConn,Army,40,3,False,False,Big East,Conference USA
2004,5,Virginia Tech,NC State,16,17,False,True,ACC,ACC
2004,5,Brown,Harvard,34,35,True,True,Ivy,Ivy
2004,5,LSU,Mississippi State,51,0,False,True,SEC,SEC
2004,5,Massachusetts,Delaware,7,21,True,True,Atlantic 10,Atlantic 10
2004,5,William & Mary,VMI,42,6,False,False,Atlantic 10,Big South
2004,5,Cornell,Yale,19,7,False,True,Ivy,Ivy
2004,5,Bethune-Cookman,Norfolk State,43,3,True,True,MEAC,MEAC
2004,5,Pittsburgh,Furman,41,38,False,False,Big East,Southern
2004,5,Colgate,Georgetown,33,0,False,True,Patriot,Patriot
2004,5,Richmond,Lafayette,16,21,True,False,Atlantic 10,Patriot
2004,5,Sacred Heart,UAlbany,6,23,True,True,NEC,NEC
2004,5,Saint Francis,Robert Morris,10,28,True,True,NEC,NEC
2004,5,Delaware State,Southern Illinois,0,49,False,False,MEAC,Gateway Football
2004,5,Howard,Savannah State,53,7,False,False,MEAC,FCS Independents
2004,5,Monmouth,Stony Brook,0,27,True,True,NEC,NEC
2004,5,Fordham,Duquesne,41,34,True,False,Patriot,Metro Atlantic Athletic
2004,5,North Carolina A&T,Elon,19,17,True,False,MEAC,Southern
2004,5,Navy,Vanderbilt,29,26,False,False,FBS Independents,SEC
2004,5,Charleston Southern,Charleston (WV),38,21,True,False,Big South,
2004,5,North Carolina,Louisville,0,34,False,True,ACC,Conference USA
2004,5,Indiana State,UT Martin,41,24,False,False,Gateway Football,OVC
2004,5,Auburn,The Citadel,33,3,False,False,SEC,Southern
2004,5,Colorado State,Montana State,39,14,True,False,Mountain West,Big Sky
2004,5,Utah,Air Force,49,35,False,True,Mountain West,Mountain West
2004,5,Florida A&M,Tennessee State,21,15,True,False,FBS Independents,OVC
2004,5,Wyoming,Ole Miss,37,32,False,False,Mountain West,SEC
2004,5,Montana,Northern Colorado,27,16,False,False,Big Sky,Great West
2004,5,Michigan,Iowa,30,17,False,True,Big Ten,Big Ten
2004,5,Oregon,Idaho,48,10,False,False,Pac-10,Sun Belt
2004,5,Arkansas,Alabama,27,10,False,True,SEC,SEC
2004,5,Florida State,Clemson,41,22,False,True,ACC,ACC
2004,5,Notre Dame,Washington,38,3,False,False,FBS Independents,Pac-10
2004,5,Kansas,Texas Tech,30,31,False,True,Big 12,Big 12
2004,5,Arizona,Washington State,19,20,False,True,Pac-10,Pac-10
2004,5,Virginia,Syracuse,31,10,False,False,ACC,Big East
2004,5,Hofstra,Rhode Island,62,43,True,True,Atlantic 10,Atlantic 10
2004,5,San Diego,Princeton,17,24,False,False,Pioneer,Ivy
2004,5,West Virginia,James Madison,45,10,False,False,Big East,Atlantic 10
2004,5,Morgan State,Hampton,37,49,True,True,MEAC,MEAC
2004,5,Chattanooga,Georgia Southern,17,51,False,True,Southern,Southern
2004,5,Northwestern State,App State,40,35,False,False,Southland,Southern
2004,5,Wisconsin,Penn State,16,3,False,True,Big Ten,Big Ten
2004,5,Youngstown State,Liberty,27,17,False,False,Gateway Football,Big South
2004,5,Central Connecticut,Wagner,28,21,False,True,NEC,NEC
2004,5,Gardner-Webb,Western Carolina,26,20,True,False,Big South,Southern
2004,5,Eastern Michigan,Eastern Illinois,28,31,False,False,Mid-American,OVC
2004,5,Towson,Northeastern,3,27,False,False,Atlantic 10,Atlantic 10
2004,5,UC Davis,Sacramento State,58,23,False,False,Great West,Big Sky
2004,5,Eastern Kentucky,Jacksonville State,23,30,False,True,OVC,OVC
2004,5,South Carolina,Troy,17,7,False,False,SEC,Sun Belt
2004,5,Ohio,Buffalo,34,0,False,True,Mid-American,Mid-American
2004,5,Tulsa,Missouri State,49,7,True,False,Western Athletic,MVFC
2004,5,SE Louisiana,Sam Houston,17,45,False,False,FCS Independents,Southland
2004,5,Southeast Missouri State,Samford,51,48,True,True,OVC,OVC
2004,5,Marist,Iona,41,14,False,True,Metro Atlantic Athletic,Metro Atlantic Athletic
2004,5,UAB,Memphis,35,28,False,True,Conference USA,Conference USA
2004,5,Murray State,Tennessee Tech,34,15,False,True,OVC,OVC
2004,5,Tennessee,Louisiana Tech,42,17,False,False,SEC,Western Athletic
2004,5,TCU,South Florida,44,45,False,True,Conference USA,Conference USA
